Mês/Ano,Sexo,Faixa etária,Cor/raça,Escolaridade,Ocupação,Renda familiar (SM),Bairro,Zona,Saúde,Segurança Pública,Conservação Urbana e Patrimonial,Educação,Preservação ambiental,Assistência Social,Transportes,Saneamento básico,Fator de maior preocupação
03/2025,Feminino,50-59,Branca,Médio completo,Autônomo,Até 1 SM,Maria Da Graça,Zona Norte,Bom,Regular,Regular,Regular,Ótimo,Bom,Bom,Ruim,educação
03/2025,Feminino,30-39,Indígena,Superior completo,Autônomo,1–2 SM,Costa Barros,Zona Norte,Bom,Bom,Ruim,Regular,Bom,Ruim,Regular,Regular,corrupção
03/2025,Masculino,60+,Branca,Superior completo,Empregado c/ carteira,2–3 SM,Recreio Dos Bandeirantes,Zona Oeste,Ruim,Bom,Ruim,Regular,Bom,Bom,Regular,Ruim,inflação
03/2025,Masculino,60+,Parda,Médio completo,Desempregado,5–10 SM,Senador Vasconcelos,Zona Oeste,Ruim,Bom,Ruim,Regular,Regular,Bom,Regular,Ruim,pobreza e desigualdade
03/2025,Masculino,40-49,Branca,Médio incompleto,Empregado c/ carteira,Mais de 10 SM,Gericinó,Zona Oeste,Péssimo,Péssimo,Regular,Bom,Ruim,Regular,Bom,Bom,corrupção
03/2025,Feminino,50-59,Parda,Superior completo,Estudante,1–2 SM,Madureira,Zona Norte,Ruim,Regular,Regular,Ruim,Ótimo,Bom,Ruim,Péssimo,pobreza e desigualdade
03/2025,Masculino,16-24,Parda,Médio completo,Autônomo,3–5 SM,Vidigal,Zona Sul,Regular,Bom,Ruim,Regular,Bom,Regular,Regular,Regular,educação
03/2025,Masculino,25-29,Parda,Sem instrução,Estudante,2–3 SM,Camorim,Zona Oeste,Regular,Bom,Péssimo,Bom,Péssimo,Bom,Ótimo,Regular,questões climáticas
03/2025,Masculino,40-49,Parda,Superior incompleto,Autônomo,1–2 SM,Rocha,Zona Norte,Péssimo,Regular,Ótimo,Ruim,Péssimo,Ruim,Ruim,Ruim,rede de transportes
03/2025,Feminino,50-59,Parda,Pós-graduação,Aposentado,3–5 SM,Colégio,Zona Norte,Regular,Bom,Ruim,Ruim,Bom,Ruim,Ruim,Regular,saúde
03/2025,Feminino,25-29,Parda,Médio completo,Empregado c/ carteira,3–5 SM,Campo Grande,Zona Oeste,Ruim,Péssimo,Ruim,Bom,Regular,Regular,Ruim,Regular,desemprego
03/2025,Masculino,40-49,Amarela,Superior completo,Autônomo,1–2 SM,Gávea,Zona Sul,Regular,Ruim,Regular,Ruim,Regular,Regular,Regular,Ruim,educação
03/2025,Feminino,60+,Parda,Médio completo,Empregado c/ carteira,2–3 SM,Parada De Lucas,Zona Norte,Bom,Ruim,Ótimo,Regular,Ótimo,Péssimo,Bom,Bom,crime e violência
03/2025,Feminino,30-39,Branca,Médio completo,Autônomo,2–3 SM,Pechincha,Zona Oeste,Ruim,Bom,Regular,Péssimo,Regular,Ruim,Regular,Ruim,corrupção
03/2025,Feminino,50-59,Parda,Médio completo,Empregado c/ carteira,3–5 SM,Todos Os Santos,Zona Norte,Bom,Regular,Bom,Péssimo,Regular,Ótimo,Ruim,Ruim,crime e violência
03/2025,Masculino,25-29,Parda,Superior completo,Desempregado,1–2 SM,Copacabana,Zona Sul,Regular,Regular,Péssimo,Regular,Regular,Péssimo,Regular,Ruim,crime e violência
03/2025,Feminino,16-24,Branca,Fundamental incompleto,Empregado c/ carteira,1–2 SM,Jardim Botânico,Zona Sul,Bom,Bom,Ruim,Ruim,Péssimo,Bom,Ruim,Ruim,rede de transportes
03/2025,Masculino,25-29,Indígena,Fundamental incompleto,Empregado c/ carteira,2–3 SM,São Francisco Xavier,Zona Norte,Regular,Regular,Ruim,Bom,Regular,Péssimo,Ruim,Ruim,questões climáticas
03/2025,Feminino,16-24,Branca,Superior completo,Empregado c/ carteira,2–3 SM,Engenho Novo,Zona Norte,Péssimo,Regular,Bom,Ótimo,Bom,Ruim,Ruim,Regular,pobreza e desigualdade
03/2025,Feminino,30-39,Parda,Médio completo,Autônomo,5–10 SM,Cosmos,Zona Oeste,Péssimo,Regular,Bom,Bom,Ruim,Ruim,Ruim,Péssimo,educação
03/2025,Feminino,60+,Branca,Médio completo,Autônomo,Até 1 SM,Rocinha,Zona Sul,Ótimo,Regular,Regular,Regular,Regular,Bom,Regular,Regular,desemprego
03/2025,Feminino,16-24,Parda,Fundamental incompleto,Estudante,2–3 SM,Tijuca,Zona Norte,Bom,Regular,Péssimo,Bom,Regular,Bom,Ruim,Ruim,educação
03/2025,Feminino,40-49,Branca,Superior completo,Empregado c/ carteira,3–5 SM,Ramos,Zona Norte,Ruim,Bom,Bom,Péssimo,Regular,Regular,Regular,Regular,educação
03/2025,Feminino,30-39,Parda,Fundamental incompleto,Empregado s/ carteira,5–10 SM,Pilares,Zona Norte,Péssimo,Péssimo,Regular,Bom,Bom,Ruim,Regular,Regular,educação
03/2025,Masculino,50-59,Parda,Superior completo,Estudante,1–2 SM,Vila Valqueire,Zona Oeste,Regular,Regular,Regular,Bom,Regular,Bom,Bom,Bom,crime e violência
03/2025,Feminino,30-39,Branca,Médio incompleto,Empregado s/ carteira,2–3 SM,Vidigal,Zona Sul,Bom,Regular,Regular,Péssimo,Péssimo,Péssimo,Regular,Ruim,corrupção
03/2025,Masculino,30-39,Parda,Fundamental completo,Empregado c/ carteira,1–2 SM,Copacabana,Zona Sul,Bom,Bom,Bom,Regular,Bom,Ruim,Bom,Regular,rede de transportes
03/2025,Feminino,16-24,Parda,Fundamental incompleto,Desempregado,2–3 SM,Vila Da Penha,Zona Norte,Ruim,Regular,Regular,Ótimo,Regular,Bom,Ruim,Bom,crime e violência
03/2025,Feminino,50-59,Preta,Fundamental incompleto,Estudante,Até 1 SM,Gardênia Azul,Zona Oeste,Bom,Bom,Ruim,Regular,Regular,Bom,Regular,Regular,rede de transportes
03/2025,Masculino,40-49,Branca,Médio completo,Aposentado,3–5 SM,Campinho,Zona Norte,Péssimo,Ruim,Regular,Regular,Regular,Ruim,Regular,Regular,corrupção
03/2025,Masculino,40-49,Branca,Médio incompleto,Autônomo,3–5 SM,Laranjeiras,Zona Sul,Ruim,Regular,Regular,Regular,Péssimo,Regular,Bom,Regular,crime e violência
03/2025,Masculino,50-59,Preta,Superior incompleto,Autônomo,2–3 SM,Engenho De Dentro,Zona Norte,Ótimo,Péssimo,Regular,Regular,Regular,Bom,Bom,Regular,pobreza e desigualdade
03/2025,Feminino,16-24,Branca,Fundamental completo,Empregado c/ carteira,5–10 SM,Ipanema,Zona Sul,Regular,Regular,Ótimo,Regular,Regular,Bom,Ruim,Péssimo,saúde
03/2025,Masculino,16-24,Parda,Fundamental completo,Empregado c/ carteira,5–10 SM,Estácio,Centro,Ruim,Ruim,Regular,Ruim,Regular,Regular,Regular,Bom,saúde
03/2025,Masculino,50-59,Branca,Médio completo,Autônomo,5–10 SM,Anil,Zona Oeste,Regular,Regular,Bom,Regular,Regular,Regular,Péssimo,Regular,desemprego
03/2025,Feminino,25-29,Parda,Médio completo,Empregado s/ carteira,5–10 SM,Laranjeiras,Zona Sul,Regular,Bom,Péssimo,Regular,Regular,Regular,Ruim,Regular,crime e violência
03/2025,Masculino,30-39,Preta,Superior incompleto,Autônomo,3–5 SM,Galeão,Zona Norte,Regular,Regular,Ruim,Bom,Ruim,Regular,Bom,Ruim,pobreza e desigualdade
03/2025,Masculino,60+,Preta,Médio completo,Autônomo,3–5 SM,Quintino Bocaiúva,Zona Norte,Bom,Péssimo,Bom,Regular,Regular,Péssimo,Regular,Regular,crime e violência
03/2025,Feminino,16-24,Branca,Fundamental completo,Autônomo,3–5 SM,Gamboa,Centro,Bom,Ruim,Bom,Bom,Bom,Regular,Ruim,Regular,crime e violência
03/2025,Masculino,30-39,Branca,Fundamental completo,Desempregado,Até 1 SM,Engenho Da Rainha,Zona Norte,Bom,Regular,Regular,Regular,Bom,Regular,Ótimo,Regular,crime e violência
03/2025,Feminino,30-39,Preta,Médio incompleto,Empregado s/ carteira,1–2 SM,Senador Vasconcelos,Zona Oeste,Ruim,Ruim,Bom,Regular,Bom,Regular,Regular,Bom,rede de transportes
03/2025,Masculino,40-49,Branca,Fundamental completo,Empregado s/ carteira,Até 1 SM,Botafogo,Zona Sul,Regular,Ótimo,Bom,Péssimo,Regular,Bom,Bom,Bom,questões climáticas
03/2025,Feminino,30-39,Parda,Médio completo,Empregado s/ carteira,1–2 SM,Ipanema,Zona Sul,Regular,Regular,Regular,Bom,Bom,Regular,Regular,Péssimo,crime e violência
03/2025,Feminino,40-49,Branca,Superior completo,Estudante,5–10 SM,São Francisco Xavier,Zona Norte,Ótimo,Regular,Regular,Regular,Regular,Ruim,Péssimo,Péssimo,crime e violência
03/2025,Feminino,30-39,Branca,Fundamental completo,Estudante,Até 1 SM,Cacuia,Zona Norte,Ruim,Péssimo,Regular,Bom,Regular,Bom,Regular,Bom,educação
03/2025,Masculino,30-39,Branca,Superior completo,Desempregado,5–10 SM,Ipanema,Zona Sul,Regular,Regular,Ruim,Regular,Ruim,Péssimo,Bom,Ótimo,corrupção
03/2025,Feminino,50-59,Branca,Fundamental completo,Autônomo,Mais de 10 SM,Maracanã,Zona Norte,Péssimo,Ruim,Regular,Regular,Bom,Regular,Péssimo,Bom,desemprego
03/2025,Masculino,30-39,Preta,Médio completo,Empregado s/ carteira,2–3 SM,Urca,Zona Sul,Ruim,Regular,Péssimo,Regular,Ruim,Regular,Regular,Regular,corrupção
03/2025,Feminino,40-49,Branca,Superior completo,Autônomo,2–3 SM,Gericinó,Zona Oeste,Ótimo,Regular,Bom,Regular,Bom,Regular,Ruim,Péssimo,rede de transportes
03/2025,Masculino,30-39,Branca,Superior completo,Empregado c/ carteira,5–10 SM,Brás De Pina,Zona Norte,Regular,Bom,Regular,Regular,Regular,Ruim,Bom,Péssimo,corrupção
03/2025,Feminino,30-39,Branca,Médio incompleto,Desempregado,2–3 SM,Turiaçu,Zona Norte,Regular,Bom,Péssimo,Regular,Bom,Ruim,Regular,Ruim,desemprego
03/2025,Feminino,40-49,Parda,Sem instrução,Autônomo,1–2 SM,Parque Anchieta,Zona Norte,Regular,Ruim,Bom,Bom,Bom,Bom,Ruim,Regular,crime e violência
03/2025,Masculino,50-59,Branca,Médio completo,Empregado s/ carteira,Mais de 10 SM,Mangueira,Zona Norte,Ruim,Regular,Regular,Regular,Bom,Bom,Bom,Péssimo,pobreza e desigualdade
03/2025,Feminino,30-39,Branca,Médio completo,Autônomo,1–2 SM,Todos Os Santos,Zona Norte,Regular,Ruim,Ruim,Regular,Regular,Bom,Péssimo,Bom,saúde
03/2025,Masculino,30-39,Preta,Médio completo,Servidor público,3–5 SM,Tanque,Zona Oeste,Bom,Bom,Ruim,Regular,Bom,Ruim,Regular,Regular,corrupção
03/2025,Masculino,50-59,Parda,Médio completo,Empresário,3–5 SM,Lagoa,Zona Sul,Bom,Regular,Regular,Bom,Ótimo,Bom,Regular,Ótimo,crime e violência
03/2025,Masculino,16-24,Parda,Médio completo,Autônomo,1–2 SM,Cordovil,Zona Norte,Ruim,Péssimo,Péssimo,Regular,Péssimo,Bom,Regular,Regular,crime e violência
03/2025,Feminino,30-39,Parda,Fundamental completo,Empregado c/ carteira,3–5 SM,Santa Cruz,Zona Oeste,Regular,Péssimo,Péssimo,Regular,Regular,Regular,Regular,Ótimo,crime e violência
03/2025,Masculino,30-39,Branca,Fundamental incompleto,Empregado s/ carteira,2–3 SM,Parque Columbia,Zona Norte,Bom,Regular,Regular,Regular,Péssimo,Bom,Regular,Ruim,crime e violência
03/2025,Feminino,16-24,Branca,Médio completo,Empregado c/ carteira,3–5 SM,Quintino Bocaiúva,Zona Norte,Péssimo,Péssimo,Ruim,Péssimo,Bom,Bom,Regular,Bom,saúde
03/2025,Masculino,30-39,Branca,Superior completo,Desempregado,Até 1 SM,Jardim Sulacap,Zona Oeste,Péssimo,Regular,Bom,Ruim,Regular,Regular,Regular,Regular,rede de transportes
03/2025,Feminino,16-24,Parda,Fundamental incompleto,Autônomo,3–5 SM,Gávea,Zona Sul,Bom,Ótimo,Regular,Ruim,Regular,Bom,Bom,Regular,crime e violência
03/2025,Feminino,16-24,Parda,Médio completo,Autônomo,2–3 SM,Gamboa,Centro,Regular,Bom,Ótimo,Bom,Regular,Regular,Regular,Bom,rede de transportes
03/2025,Feminino,40-49,Parda,Médio completo,Empregado c/ carteira,1–2 SM,Rocha,Zona Norte,Regular,Ótimo,Regular,Regular,Péssimo,Regular,Bom,Bom,desemprego
03/2025,Feminino,50-59,Branca,Médio incompleto,Estudante,5–10 SM,Praça Seca,Zona Oeste,Bom,Regular,Ruim,Ruim,Regular,Regular,Regular,Ruim,corrupção
03/2025,Feminino,60+,Parda,Fundamental completo,Estudante,1–2 SM,Vila Valqueire,Zona Oeste,Bom,Ruim,Regular,Bom,Regular,Péssimo,Bom,Regular,crime e violência
03/2025,Feminino,50-59,Parda,Médio completo,Empregado c/ carteira,1–2 SM,Laranjeiras,Zona Sul,Regular,Bom,Ótimo,Bom,Regular,Regular,Regular,Regular,crime e violência
03/2025,Masculino,40-49,Parda,Médio completo,Empregado c/ carteira,2–3 SM,Barra De Guaratiba,Zona Oeste,Bom,Péssimo,Ruim,Péssimo,Regular,Ruim,Regular,Regular,rede de transportes
03/2025,Masculino,50-59,Parda,Médio incompleto,Autônomo,Até 1 SM,Manguinhos,Zona Norte,Ruim,Bom,Ruim,Bom,Bom,Bom,Péssimo,Regular,desemprego
03/2025,Masculino,30-39,Preta,Médio completo,Empregado c/ carteira,1–2 SM,Pedra De Guaratiba,Zona Oeste,Regular,Regular,Bom,Bom,Bom,Ótimo,Regular,Regular,pobreza e desigualdade
03/2025,Feminino,40-49,Branca,Fundamental incompleto,Estudante,Até 1 SM,Marechal Hermes,Zona Norte,Ruim,Regular,Regular,Regular,Bom,Regular,Bom,Bom,crime e violência
03/2025,Feminino,50-59,Branca,Médio completo,Estudante,Até 1 SM,Caju,Centro,Bom,Regular,Ótimo,Regular,Regular,Regular,Regular,Bom,crime e violência
03/2025,Masculino,30-39,Parda,Médio completo,Empregado s/ carteira,1–2 SM,Olaria,Zona Norte,Regular,Regular,Ruim,Bom,Bom,Ruim,Bom,Bom,desemprego
03/2025,Masculino,16-24,Parda,Fundamental completo,Empregado c/ carteira,1–2 SM,Jardim Botânico,Zona Sul,Regular,Regular,Regular,Regular,Regular,Bom,Bom,Regular,educação
03/2025,Feminino,30-39,Branca,Médio completo,Autônomo,Mais de 10 SM,Taquara,Zona Oeste,Regular,Bom,Ruim,Ruim,Bom,Ruim,Péssimo,Bom,questões climáticas
03/2025,Feminino,40-49,Branca,Médio completo,Estudante,2–3 SM,Copacabana,Zona Sul,Regular,Regular,Regular,Regular,Bom,Regular,Bom,Regular,crime e violência
03/2025,Masculino,30-39,Branca,Médio incompleto,Estudante,5–10 SM,Barros Filho,Zona Norte,Bom,Regular,Bom,Regular,Regular,Ruim,Ruim,Péssimo,crime e violência
03/2025,Masculino,40-49,Preta,Superior completo,Empresário,5–10 SM,Vargem Grande,Zona Oeste,Ótimo,Bom,Bom,Ruim,Regular,Regular,Regular,Ruim,crime e violência
03/2025,Feminino,60+,Branca,Médio completo,Autônomo,2–3 SM,Recreio Dos Bandeirantes,Zona Oeste,Péssimo,Regular,Ruim,Regular,Regular,Regular,Ruim,Ruim,saúde
03/2025,Feminino,40-49,Parda,Fundamental completo,Estudante,3–5 SM,Pechincha,Zona Oeste,Bom,Ótimo,Regular,Regular,Ruim,Bom,Regular,Ruim,crime e violência
03/2025,Feminino,60+,Branca,Médio completo,Servidor público,2–3 SM,Parque Columbia,Zona Norte,Ruim,Bom,Bom,Péssimo,Péssimo,Regular,Bom,Bom,rede de transportes
03/2025,Feminino,30-39,Branca,Pós-graduação,Estudante,Até 1 SM,Flamengo,Zona Sul,Ótimo,Regular,Ruim,Ruim,Regular,Regular,Regular,Ruim,rede de transportes
03/2025,Feminino,16-24,Branca,Fundamental incompleto,Desempregado,5–10 SM,Guadalupe,Zona Norte,Bom,Regular,Bom,Ótimo,Regular,Péssimo,Regular,Bom,saúde
03/2025,Masculino,40-49,Branca,Médio completo,Autônomo,1–2 SM,Sepetiba,Zona Oeste,Regular,Bom,Regular,Ruim,Péssimo,Regular,Ruim,Péssimo,saúde
03/2025,Feminino,40-49,Parda,Fundamental completo,Empregado c/ carteira,2–3 SM,Glória,Centro,Ruim,Ótimo,Regular,Ruim,Regular,Regular,Regular,Regular,questões climáticas
03/2025,Feminino,60+,Parda,Médio completo,Estudante,5–10 SM,Zumbi,Zona Norte,Péssimo,Bom,Ótimo,Ruim,Bom,Regular,Bom,Bom,pobreza e desigualdade
03/2025,Feminino,25-29,Preta,Médio completo,Empregado c/ carteira,3–5 SM,Vicente De Carvalho,Zona Norte,Ótimo,Ótimo,Ruim,Bom,Ótimo,Regular,Regular,Péssimo,inflação
03/2025,Masculino,16-24,Parda,Sem instrução,Aposentado,1–2 SM,Urca,Zona Sul,Ruim,Regular,Bom,Bom,Ótimo,Regular,Regular,Péssimo,desemprego
03/2025,Feminino,60+,Branca,Sem instrução,Estudante,1–2 SM,Copacabana,Zona Sul,Ótimo,Bom,Regular,Regular,Regular,Regular,Bom,Péssimo,questões climáticas
03/2025,Feminino,40-49,Branca,Superior completo,Estudante,Até 1 SM,Copacabana,Zona Sul,Ruim,Péssimo,Regular,Péssimo,Ruim,Regular,Regular,Ruim,crime e violência
03/2025,Feminino,60+,Branca,Superior incompleto,Estudante,2–3 SM,Taquara,Zona Oeste,Regular,Péssimo,Bom,Ótimo,Bom,Regular,Bom,Ruim,desemprego
03/2025,Masculino,30-39,Branca,Fundamental completo,Servidor público,2–3 SM,Madureira,Zona Norte,Regular,Bom,Bom,Ruim,Péssimo,Regular,Regular,Regular,crime e violência
03/2025,Masculino,50-59,Preta,Superior incompleto,Desempregado,1–2 SM,Vila Valqueire,Zona Oeste,Bom,Regular,Bom,Regular,Regular,Bom,Regular,Regular,crime e violência
03/2025,Feminino,40-49,Parda,Fundamental completo,Empregado c/ carteira,5–10 SM,Tauá,Zona Norte,Ótimo,Ruim,Regular,Regular,Ruim,Regular,Regular,Regular,desemprego
03/2025,Feminino,25-29,Parda,Fundamental completo,Empregado s/ carteira,5–10 SM,Realengo,Zona Oeste,Bom,Regular,Regular,Ótimo,Regular,Bom,Ótimo,Ruim,saúde
03/2025,Masculino,30-39,Branca,Médio completo,Autônomo,1–2 SM,Barra De Guaratiba,Zona Oeste,Regular,Ruim,Bom,Bom,Bom,Regular,Ruim,Regular,educação
03/2025,Feminino,30-39,Branca,Sem instrução,Estudante,2–3 SM,Paquetá,Centro,Regular,Bom,Péssimo,Bom,Bom,Regular,Regular,Regular,desemprego
03/2025,Masculino,30-39,Branca,Pós-graduação,Desempregado,3–5 SM,São Francisco Xavier,Zona Norte,Regular,Regular,Regular,Bom,Regular,Bom,Bom,Regular,rede de transportes
03/2025,Masculino,50-59,Parda,Médio completo,Empregado c/ carteira,2–3 SM,Catete,Zona Sul,Péssimo,Ruim,Regular,Ruim,Regular,Bom,Ruim,Bom,questões climáticas
03/2025,Masculino,30-39,Parda,Médio completo,Autônomo,2–3 SM,Engenheiro Leal,Zona Norte,Regular,Bom,Bom,Regular,Regular,Bom,Regular,Regular,rede de transportes
03/2025,Feminino,60+,Parda,Médio completo,Empregado c/ carteira,1–2 SM,Jardim América,Zona Norte,Ruim,Ruim,Ótimo,Regular,Regular,Regular,Ruim,Regular,crime e violência
03/2025,Feminino,30-39,Parda,Fundamental incompleto,Estudante,2–3 SM,Todos Os Santos,Zona Norte,Bom,Péssimo,Regular,Regular,Ruim,Ruim,Péssimo,Regular,desemprego
03/2025,Feminino,60+,Parda,Médio completo,Autônomo,Até 1 SM,Coelho Neto,Zona Norte,Regular,Ruim,Bom,Ruim,Péssimo,Péssimo,Regular,Regular,desemprego
03/2025,Masculino,16-24,Branca,Médio completo,Autônomo,5–10 SM,Urca,Zona Sul,Regular,Ruim,Regular,Regular,Bom,Regular,Regular,Regular,crime e violência
03/2025,Feminino,40-49,Parda,Médio completo,Empregado c/ carteira,2–3 SM,Ipanema,Zona Sul,Regular,Bom,Péssimo,Regular,Ruim,Ruim,Péssimo,Ruim,crime e violência
03/2025,Masculino,40-49,Preta,Superior incompleto,Servidor público,1–2 SM,Ipanema,Zona Sul,Regular,Bom,Péssimo,Ruim,Ruim,Regular,Péssimo,Regular,educação
03/2025,Feminino,16-24,Branca,Superior completo,Autônomo,1–2 SM,Humaitá,Zona Sul,Regular,Bom,Ótimo,Ótimo,Ruim,Ótimo,Regular,Ruim,crime e violência
03/2025,Masculino,60+,Amarela,Superior completo,Empregado c/ carteira,3–5 SM,Maré,Zona Norte,Regular,Péssimo,Ruim,Bom,Bom,Bom,Regular,Regular,educação
03/2025,Feminino,50-59,Parda,Médio incompleto,Servidor público,2–3 SM,Campo Grande,Zona Oeste,Regular,Bom,Ruim,Ruim,Regular,Regular,Bom,Bom,educação
03/2025,Feminino,60+,Branca,Médio completo,Estudante,Até 1 SM,Recreio Dos Bandeirantes,Zona Oeste,Ruim,Regular,Regular,Regular,Regular,Ruim,Bom,Regular,crime e violência
03/2025,Masculino,30-39,Branca,Médio completo,Empregado c/ carteira,1–2 SM,Lins De Vasconcelos,Zona Norte,Ruim,Regular,Regular,Bom,Regular,Bom,Bom,Bom,saúde
03/2025,Feminino,25-29,Preta,Fundamental completo,Empresário,3–5 SM,Copacabana,Zona Sul,Ruim,Bom,Regular,Regular,Bom,Regular,Regular,Regular,educação
03/2025,Feminino,30-39,Branca,Médio completo,Autônomo,2–3 SM,Santa Teresa,Centro,Ruim,Bom,Ruim,Regular,Bom,Ruim,Bom,Bom,crime e violência
03/2025,Feminino,40-49,Parda,Superior incompleto,Empresário,2–3 SM,Inhoaíba,Zona Oeste,Bom,Ruim,Regular,Regular,Regular,Bom,Ótimo,Regular,questões climáticas
03/2025,Masculino,25-29,Branca,Médio completo,Empregado s/ carteira,5–10 SM,Cosme Velho,Zona Sul,Bom,Ruim,Regular,Regular,Bom,Bom,Bom,Regular,questões climáticas
03/2025,Feminino,16-24,Branca,Superior incompleto,Empresário,3–5 SM,Engenho Novo,Zona Norte,Ruim,Ótimo,Ruim,Regular,Bom,Bom,Péssimo,Regular,pobreza e desigualdade
03/2025,Feminino,60+,Branca,Fundamental incompleto,Autônomo,5–10 SM,Gardênia Azul,Zona Oeste,Bom,Ruim,Bom,Bom,Péssimo,Regular,Bom,Regular,educação
03/2025,Masculino,60+,Branca,Superior completo,Empregado c/ carteira,5–10 SM,Lagoa,Zona Sul,Ruim,Bom,Ruim,Regular,Ótimo,Bom,Ruim,Regular,crime e violência
03/2025,Feminino,60+,Preta,Médio completo,Empregado s/ carteira,3–5 SM,Campo Dos Afonsos,Zona Oeste,Regular,Bom,Ótimo,Bom,Regular,Péssimo,Ruim,Regular,educação
03/2025,Feminino,50-59,Preta,Superior incompleto,Empregado c/ carteira,Até 1 SM,Penha Circular,Zona Norte,Bom,Péssimo,Ótimo,Regular,Bom,Regular,Regular,Ruim,corrupção
03/2025,Masculino,25-29,Parda,Médio incompleto,Empresário,1–2 SM,Cidade Nova,Centro,Ruim,Regular,Regular,Bom,Bom,Ruim,Regular,Bom,crime e violência
03/2025,Feminino,50-59,Preta,Fundamental completo,Autônomo,3–5 SM,Olaria,Zona Norte,Ótimo,Bom,Ruim,Regular,Ruim,Regular,Regular,Regular,saúde
03/2025,Feminino,30-39,Parda,Médio completo,Aposentado,2–3 SM,Cosmos,Zona Oeste,Bom,Regular,Péssimo,Bom,Bom,Regular,Bom,Péssimo,inflação
03/2025,Feminino,30-39,Preta,Médio completo,Empregado s/ carteira,5–10 SM,Barra De Guaratiba,Zona Oeste,Regular,Ruim,Ruim,Regular,Regular,Regular,Bom,Ótimo,educação
03/2025,Masculino,25-29,Parda,Médio completo,Empregado s/ carteira,5–10 SM,Leme,Zona Sul,Regular,Bom,Bom,Regular,Ruim,Ruim,Bom,Regular,desemprego
03/2025,Masculino,40-49,Branca,Médio completo,Empregado c/ carteira,2–3 SM,Tijuca,Zona Norte,Ruim,Ruim,Bom,Péssimo,Ruim,Péssimo,Regular,Regular,crime e violência
03/2025,Masculino,30-39,Branca,Médio completo,Desempregado,1–2 SM,Rocha,Zona Norte,Bom,Bom,Ruim,Bom,Regular,Regular,Bom,Regular,rede de transportes
03/2025,Masculino,25-29,Branca,Médio completo,Empregado c/ carteira,Mais de 10 SM,Penha,Zona Norte,Regular,Péssimo,Regular,Bom,Regular,Péssimo,Regular,Regular,saúde
03/2025,Masculino,60+,Parda,Superior completo,Estudante,Mais de 10 SM,Jacarepaguá,Zona Oeste,Regular,Ruim,Regular,Regular,Regular,Ruim,Regular,Bom,saúde
03/2025,Feminino,30-39,Branca,Médio completo,Empregado c/ carteira,3–5 SM,Leblon,Zona Sul,Regular,Regular,Bom,Ruim,Regular,Bom,Ruim,Regular,rede de transportes
03/2025,Masculino,25-29,Preta,Médio completo,Estudante,3–5 SM,Anil,Zona Oeste,Ruim,Regular,Regular,Regular,Ruim,Regular,Péssimo,Bom,educação
03/2025,Masculino,40-49,Branca,Fundamental completo,Estudante,3–5 SM,Vigário Geral,Zona Norte,Regular,Péssimo,Regular,Ruim,Regular,Péssimo,Ruim,Regular,pobreza e desigualdade
03/2025,Feminino,50-59,Preta,Superior incompleto,Servidor público,1–2 SM,Complexo Do Alemão,Zona Norte,Ruim,Regular,Ruim,Péssimo,Péssimo,Ruim,Regular,Ruim,educação
03/2025,Masculino,50-59,Preta,Médio completo,Estudante,Até 1 SM,Cachambi,Zona Norte,Bom,Regular,Regular,Ótimo,Ruim,Bom,Regular,Bom,pobreza e desigualdade
